fips,county,state,location,population
40133,Seminole,Oklahoma,Oklahoma-Seminole,25482
40135,Sequoyah,Oklahoma,Oklahoma-Sequoyah,42391
40137,Stephens,Oklahoma,Oklahoma-Stephens,45048
40139,Texas,Oklahoma,Oklahoma-Texas,20640
40141,Tillman,Oklahoma,Oklahoma-Tillman,7992
40143,Tulsa,Oklahoma,Oklahoma-Tulsa,603403
40145,Wagoner,Oklahoma,Oklahoma-Wagoner,73085
40147,Washington,Oklahoma,Oklahoma-Washington,50976
40149,Washita,Oklahoma,Oklahoma-Washita,11629
40151,Woods,Oklahoma,Oklahoma-Woods,8878
40153,Woodward,Oklahoma,Oklahoma-Woodward,20081
41001,Baker,Oregon,Oregon-Baker,16134
41003,Benton,Oregon,Oregon-Benton,85579
41005,Clackamas,Oregon,Oregon-Clackamas,375992
41007,Clatsop,Oregon,Oregon-Clatsop,37039
41009,Columbia,Oregon,Oregon-Columbia,49351
41011,Coos,Oregon,Oregon-Coos,63043
41013,Crook,Oregon,Oregon-Crook,20978
41015,Curry,Oregon,Oregon-Curry,22364
41017,Deschutes,Oregon,Oregon-Deschutes,157733
41019,Douglas,Oregon,Oregon-Douglas,107667
41021,Gilliam,Oregon,Oregon-Gilliam,1871
41023,Grant,Oregon,Oregon-Grant,7445
41025,Harney,Oregon,Oregon-Harney,7422
41027,Hood River,Oregon,Oregon-Hood River,22346
41029,Jackson,Oregon,Oregon-Jackson,203206
41031,Jefferson,Oregon,Oregon-Jefferson,21720
41033,Josephine,Oregon,Oregon-Josephine,82713
41035,Klamath,Oregon,Oregon-Klamath,66380
41037,Lake,Oregon,Oregon-Lake,7895
41039,Lane,Oregon,Oregon-Lane,351715
41041,Lincoln,Oregon,Oregon-Lincoln,46034
41043,Linn,Oregon,Oregon-Linn,116672
41045,Malheur,Oregon,Oregon-Malheur,31313
41047,Marion,Oregon,Oregon-Marion,315335
41049,Morrow,Oregon,Oregon-Morrow,11173
41051,Multnomah,Oregon,Oregon-Multnomah,735334
41053,Polk,Oregon,Oregon-Polk,75403
41055,Sherman,Oregon,Oregon-Sherman,1765
41057,Tillamook,Oregon,Oregon-Tillamook,25250
41059,Umatilla,Oregon,Oregon-Umatilla,75889
41061,Union,Oregon,Oregon-Union,25748
41063,Wallowa,Oregon,Oregon-Wallowa,7008
41065,Wasco,Oregon,Oregon-Wasco,25213
41067,Washington,Oregon,Oregon-Washington,529710
41069,Wheeler,Oregon,Oregon-Wheeler,1441
41071,Yamhill,Oregon,Oregon-Yamhill,99193
42001,Adams,Pennsylvania,Pennsylvania-Adams,101407
42003,Allegheny,Pennsylvania,Pennsylvania-Allegheny,1223348
42005,Armstrong,Pennsylvania,Pennsylvania-Armstrong,68941
42007,Beaver,Pennsylvania,Pennsylvania-Beaver,170539
42009,Bedford,Pennsylvania,Pennsylvania-Bedford,49762
42011,Berks,Pennsylvania,Pennsylvania-Berks,411442
42013,Blair,Pennsylvania,Pennsylvania-Blair,127089
42015,Bradford,Pennsylvania,Pennsylvania-Bradford,62622
42017,Bucks,Pennsylvania,Pennsylvania-Bucks,625249
42019,Butler,Pennsylvania,Pennsylvania-Butler,183862
42021,Cambria,Pennsylvania,Pennsylvania-Cambria,143679
42023,Cameron,Pennsylvania,Pennsylvania-Cameron,5085
42025,Carbon,Pennsylvania,Pennsylvania-Carbon,65249
42027,Centre,Pennsylvania,Pennsylvania-Centre,153990
42029,Chester,Pennsylvania,Pennsylvania-Chester,498886
42031,Clarion,Pennsylvania,Pennsylvania-Clarion,39988
42033,Clearfield,Pennsylvania,Pennsylvania-Clearfield,81642
42035,Clinton,Pennsylvania,Pennsylvania-Clinton,39238
42037,Columbia,Pennsylvania,Pennsylvania-Columbia,67295
42039,Crawford,Pennsylvania,Pennsylvania-Crawford,88765
42041,Cumberland,Pennsylvania,Pennsylvania-Cumberland,235406
42043,Dauphin,Pennsylvania,Pennsylvania-Dauphin,268100
42045,Delaware,Pennsylvania,Pennsylvania-Delaware,558979
42047,Elk,Pennsylvania,Pennsylvania-Elk,31946
42049,Erie,Pennsylvania,Pennsylvania-Erie,280566
42051,Fayette,Pennsylvania,Pennsylvania-Fayette,136606
42053,Forest,Pennsylvania,Pennsylvania-Forest,7716
42055,Franklin,Pennsylvania,Pennsylvania-Franklin,149618
42057,Fulton,Pennsylvania,Pennsylvania-Fulton,14845
42059,Greene,Pennsylvania,Pennsylvania-Greene,38686
42061,Huntingdon,Pennsylvania,Pennsylvania-Huntingdon,45913
42063,Indiana,Pennsylvania,Pennsylvania-Indiana,88880
42065,Jefferson,Pennsylvania,Pennsylvania-Jefferson,45200
42067,Juniata,Pennsylvania,Pennsylvania-Juniata,24636
42069,Lackawanna,Pennsylvania,Pennsylvania-Lackawanna,214437
42071,Lancaster,Pennsylvania,Pennsylvania-Lancaster,519445
42073,Lawrence,Pennsylvania,Pennsylvania-Lawrence,91108
42075,Lebanon,Pennsylvania,Pennsylvania-Lebanon,133568
42077,Lehigh,Pennsylvania,Pennsylvania-Lehigh,349497
42079,Luzerne,Pennsylvania,Pennsylvania-Luzerne,320918
42081,Lycoming,Pennsylvania,Pennsylvania-Lycoming,116111
42083,McKean,Pennsylvania,Pennsylvania-McKean,43450
42085,Mercer,Pennsylvania,Pennsylvania-Mercer,116638
42087,Mifflin,Pennsylvania,Pennsylvania-Mifflin,46682
42089,Monroe,Pennsylvania,Pennsylvania-Monroe,169842
42091,Montgomery,Pennsylvania,Pennsylvania-Montgomery,799874
42093,Montour,Pennsylvania,Pennsylvania-Montour,18267
42095,Northampton,Pennsylvania,Pennsylvania-Northampton,297735
42097,Northumberland,Pennsylvania,Pennsylvania-Northumberland,94528
42099,Perry,Pennsylvania,Pennsylvania-Perry,45969
42101,Philadelphia,Pennsylvania,Pennsylvania-Philadelphia,1526006
42103,Pike,Pennsylvania,Pennsylvania-Pike,57369
42105,Potter,Pennsylvania,Pennsylvania-Potter,17457
42107,Schuylkill,Pennsylvania,Pennsylvania-Schuylkill,148289
42109,Snyder,Pennsylvania,Pennsylvania-Snyder,39702
42111,Somerset,Pennsylvania,Pennsylvania-Somerset,77742
42113,Sullivan,Pennsylvania,Pennsylvania-Sullivan,6428
42115,Susquehanna,Pennsylvania,Pennsylvania-Susquehanna,43356
42117,Tioga,Pennsylvania,Pennsylvania-Tioga,41981
42119,Union,Pennsylvania,Pennsylvania-Union,44947
42121,Venango,Pennsylvania,Pennsylvania-Venango,54984
42123,Warren,Pennsylvania,Pennsylvania-Warren,41815
42125,Washington,Pennsylvania,Pennsylvania-Washington,207820
42127,Wayne,Pennsylvania,Pennsylvania-Wayne,52822
42129,Westmoreland,Pennsylvania,Pennsylvania-Westmoreland,365169
42131,Wyoming,Pennsylvania,Pennsylvania-Wyoming,28276
42133,York,Pennsylvania,Pennsylvania-York,434972
44001,Bristol,Rhode Island,Rhode Island-Bristol,49875
44003,Kent,Rhode Island,Rhode Island-Kent,166158
44005,Newport,Rhode Island,Rhode Island-Newport,82888
44007,Providence,Rhode Island,Rhode Island-Providence,626667
44009,Washington,Rhode Island,Rhode Island-Washington,126979
45001,Abbeville,South Carolina,South Carolina-Abbeville,25417
45003,Aiken,South Carolina,South Carolina-Aiken,160099
45005,Allendale,South Carolina,South Carolina-Allendale,10419
45007,Anderson,South Carolina,South Carolina-Anderson,187126
45009,Bamberg,South Carolina,South Carolina-Bamberg,15987
45011,Barnwell,South Carolina,South Carolina-Barnwell,22621
45013,Beaufort,South Carolina,South Carolina-Beaufort,162233
45015,Berkeley,South Carolina,South Carolina-Berkeley,177843
45017,Calhoun,South Carolina,South Carolina-Calhoun,15175
45019,Charleston,South Carolina,South Carolina-Charleston,350209
45021,Cherokee,South Carolina,South Carolina-Cherokee,55342
45023,Chester,South Carolina,South Carolina-Chester,33140
45025,Chesterfield,South Carolina,South Carolina-Chesterfield,46734
45027,Clarendon,South Carolina,South Carolina-Clarendon,34971
45029,Colleton,South Carolina,South Carolina-Colleton,38892
45031,Darlington,South Carolina,South Carolina-Darlington,68681
45033,Dillon,South Carolina,South Carolina-Dillon,32062
45035,Dorchester,South Carolina,South Carolina-Dorchester,136555
45037,Edgefield,South Carolina,South Carolina-Edgefield,26985
45039,Fairfield,South Carolina,South Carolina-Fairfield,23956
45041,Florence,South Carolina,South Carolina-Florence,136885
45043,Georgetown,South Carolina,South Carolina-Georgetown,60158
45045,Greenville,South Carolina,South Carolina-Greenville,451225
45047,Greenwood,South Carolina,South Carolina-Greenwood,69661
45049,Hampton,South Carolina,South Carolina-Hampton,21090
45051,Horry,South Carolina,South Carolina-Horry,269291
45053,Jasper,South Carolina,South Carolina-Jasper,24777
45055,Kershaw,South Carolina,South Carolina-Kershaw,61697
45057,Lancaster,South Carolina,South Carolina-Lancaster,76652
45059,Laurens,South Carolina,South Carolina-Laurens,66537
45061,Lee,South Carolina,South Carolina-Lee,19220
45063,Lexington,South Carolina,South Carolina-Lexington,262391
45065,McCormick,South Carolina,South Carolina-McCormick,10233
45067,Marion,South Carolina,South Carolina-Marion,33062
45069,Marlboro,South Carolina,South Carolina-Marlboro,28933
45071,Newberry,South Carolina,South Carolina-Newberry,37508
45073,Oconee,South Carolina,South Carolina-Oconee,74273
45075,Orangeburg,South Carolina,South Carolina-Orangeburg,92501
45077,Pickens,South Carolina,South Carolina-Pickens,119224
45079,Richland,South Carolina,South Carolina-Richland,384504
45081,Saluda,South Carolina,South Carolina-Saluda,19875
45083,Spartanburg,South Carolina,South Carolina-Spartanburg,284307
45085,Sumter,South Carolina,South Carolina-Sumter,107456
45087,Union,South Carolina,South Carolina-Union,28961
45089,Williamsburg,South Carolina,South Carolina-Williamsburg,34423
45091,York,South Carolina,South Carolina-York,226073
46003,Aurora,South Dakota,South Dakota-Aurora,2710
46005,Beadle,South Dakota,South Dakota-Beadle,17398
46007,Bennett,South Dakota,South Dakota-Bennett,3431
46009,Bon Homme,South Dakota,South Dakota-Bon Homme,7070
46011,Brookings,South Dakota,South Dakota-Brookings,31965
46013,Brown,South Dakota,South Dakota-Brown,36531
46015,Brule,South Dakota,South Dakota-Brule,5255
46017,Buffalo,South Dakota,South Dakota-Buffalo,1912
46019,Butte,South Dakota,South Dakota-Butte,10110
46021,Campbell,South Dakota,South Dakota-Campbell,1466
46023,Charles Mix,South Dakota,South Dakota-Charles Mix,9129
46025,Clark,South Dakota,South Dakota-Clark,3691
46027,Clay,South Dakota,South Dakota-Clay,13864
46029,Codington,South Dakota,South Dakota-Codington,27227
46031,Corson,South Dakota,South Dakota-Corson,4050
46033,Custer,South Dakota,South Dakota-Custer,8216
46035,Davison,South Dakota,South Dakota-Davison,19504
46037,Day,South Dakota,South Dakota-Day,5710
46039,Deuel,South Dakota,South Dakota-Deuel,4364
46041,Dewey,South Dakota,South Dakota-Dewey,5301
46043,Douglas,South Dakota,South Dakota-Douglas,3002
46045,Edmunds,South Dakota,South Dakota-Edmunds,4071
46047,Fall River,South Dakota,South Dakota-Fall River,7094
46049,Faulk,South Dakota,South Dakota-Faulk,2364
46051,Grant,South Dakota,South Dakota-Grant,7356
46053,Gregory,South Dakota,South Dakota-Gregory,4271
46055,Haakon,South Dakota,South Dakota-Haakon,1937
46057,Hamlin,South Dakota,South Dakota-Hamlin,5903
46059,Hand,South Dakota,South Dakota-Hand,3431
46061,Hanson,South Dakota,South Dakota-Hanson,3331
46063,Harding,South Dakota,South Dakota-Harding,1255
46065,Hughes,South Dakota,South Dakota-Hughes,17022
46067,Hutchinson,South Dakota,South Dakota-Hutchinson,7343
46069,Hyde,South Dakota,South Dakota-Hyde,1420
46071,Jackson,South Dakota,South Dakota-Jackson,3031
46073,Jerauld,South Dakota,South Dakota-Jerauld,2071
46075,Jones,South Dakota,South Dakota-Jones,1006
46077,Kingsbury,South Dakota,South Dakota-Kingsbury,5148
46079,Lake,South Dakota,South Dakota-Lake,11200
46081,Lawrence,South Dakota,South Dakota-Lawrence,24097
46083,Lincoln,South Dakota,South Dakota-Lincoln,44828
46085,Lyman,South Dakota,South Dakota-Lyman,3755
46087,McCook,South Dakota,South Dakota-McCook,5618
46089,McPherson,South Dakota,South Dakota-McPherson,2459
46091,Marshall,South Dakota,South Dakota-Marshall,4656
46093,Meade,South Dakota,South Dakota-Meade,25434
46095,Mellette,South Dakota,South Dakota-Mellette,2048
46097,Miner,South Dakota,South Dakota-Miner,2389
46099,Minnehaha,South Dakota,South Dakota-Minnehaha,169468
46101,Moody,South Dakota,South Dakota-Moody,6486
46102,Oglala Lakota/Shannon,South Dakota,South Dakota-Oglala Lakota,13586
46103,Pennington,South Dakota,South Dakota-Pennington,100948
46105,Perkins,South Dakota,South Dakota-Perkins,2982
46107,Potter,South Dakota,South Dakota-Potter,2329
46109,Roberts,South Dakota,South Dakota-Roberts,10149
46111,Sanborn,South Dakota,South Dakota-Sanborn,2355
46115,Spink,South Dakota,South Dakota-Spink,6415
46117,Stanley,South Dakota,South Dakota-Stanley,2966
46119,Sully,South Dakota,South Dakota-Sully,1373
46121,Todd,South Dakota,South Dakota-Todd,9612
46123,Tripp,South Dakota,South Dakota-Tripp,5644
46125,Turner,South Dakota,South Dakota-Turner,8347
46127,Union,South Dakota,South Dakota-Union,14399
46129,Walworth,South Dakota,South Dakota-Walworth,5438
46135,Yankton,South Dakota,South Dakota-Yankton,22438
46137,Ziebach,South Dakota,South Dakota-Ziebach,2801
47001,Anderson,Tennessee,Tennessee-Anderson,75129
47003,Bedford,Tennessee,Tennessee-Bedford,45058
47005,Benton,Tennessee,Tennessee-Benton,16489
47007,Bledsoe,Tennessee,Tennessee-Bledsoe,12876
47009,Blount,Tennessee,Tennessee-Blount,123010
47011,Bradley,Tennessee,Tennessee-Bradley,98963
47013,Campbell,Tennessee,Tennessee-Campbell,40716
47015,Cannon,Tennessee,Tennessee-Cannon,13801
47017,Carroll,Tennessee,Tennessee-Carroll,28522
47019,Carter,Tennessee,Tennessee-Carter,57424
47021,Cheatham,Tennessee,Tennessee-Cheatham,39105
47023,Chester,Tennessee,Tennessee-Chester,17131
47025,Claiborne,Tennessee,Tennessee-Claiborne,32213
47027,Clay,Tennessee,Tennessee-Clay,7861
47029,Cocke,Tennessee,Tennessee-Cocke,35662
47031,Coffee,Tennessee,Tennessee-Coffee,52796
47033,Crockett,Tennessee,Tennessee-Crockett,14586
47035,Cumberland,Tennessee,Tennessee-Cumberland,56053
47037,Davidson,Tennessee,Tennessee-Davidson,626681
47039,Decatur,Tennessee,Tennessee-Decatur,11757
47041,DeKalb,Tennessee,Tennessee-DeKalb,18723
47043,Dickson,Tennessee,Tennessee-Dickson,49666
47045,Dyer,Tennessee,Tennessee-Dyer,38335
47047,Fayette,Tennessee,Tennessee-Fayette,38413
47049,Fentress,Tennessee,Tennessee-Fentress,17959
47051,Franklin,Tennessee,Tennessee-Franklin,41052
47053,Gibson,Tennessee,Tennessee-Gibson,49683
47055,Giles,Tennessee,Tennessee-Giles,29485
47057,Grainger,Tennessee,Tennessee-Grainger,22657
47059,Greene,Tennessee,Tennessee-Greene,68831
47061,Grundy,Tennessee,Tennessee-Grundy,13703
47063,Hamblen,Tennessee,Tennessee-Hamblen,62544
47065,Hamilton,Tennessee,Tennessee-Hamilton,336463
47067,Hancock,Tennessee,Tennessee-Hancock,6819
47069,Hardeman,Tennessee,Tennessee-Hardeman,27253
47071,Hardin,Tennessee,Tennessee-Hardin,26026
47073,Hawkins,Tennessee,Tennessee-Hawkins,56833
47075,Haywood,Tennessee,Tennessee-Haywood,18787
47077,Henderson,Tennessee,Tennessee-Henderson,27769
47079,Henry,Tennessee,Tennessee-Henry,32330
47081,Hickman,Tennessee,Tennessee-Hickman,24690
47083,Houston,Tennessee,Tennessee-Houston,8426
47085,Humphreys,Tennessee,Tennessee-Humphreys,18538
47087,Jackson,Tennessee,Tennessee-Jackson,11638
47089,Jefferson,Tennessee,Tennessee-Jefferson,51407
47091,Johnson,Tennessee,Tennessee-Johnson,18244
47093,Knox,Tennessee,Tennessee-Knox,432226
47095,Lake,Tennessee,Tennessee-Lake,7832
47097,Lauderdale,Tennessee,Tennessee-Lauderdale,27815
47099,Lawrence,Tennessee,Tennessee-Lawrence,41869
47101,Lewis,Tennessee,Tennessee-Lewis,12161
47103,Lincoln,Tennessee,Tennessee-Lincoln,33361
47105,Loudon,Tennessee,Tennessee-Loudon,48556
47107,McMinn,Tennessee,Tennessee-McMinn,52266
47109,McNairy,Tennessee,Tennessee-McNairy,26075
47111,Macon,Tennessee,Tennessee-Macon,22248
47113,Madison,Tennessee,Tennessee-Madison,98294
47115,Marion,Tennessee,Tennessee-Marion,28237
47117,Marshall,Tennessee,Tennessee-Marshall,30617
47119,Maury,Tennessee,Tennessee-Maury,80956
47121,Meigs,Tennessee,Tennessee-Meigs,11753
47123,Monroe,Tennessee,Tennessee-Monroe,44519
47125,Montgomery,Tennessee,Tennessee-Montgomery,172331
47127,Moore,Tennessee,Tennessee-Moore,6362
47129,Morgan,Tennessee,Tennessee-Morgan,21987
47131,Obion,Tennessee,Tennessee-Obion,31807
47133,Overton,Tennessee,Tennessee-Overton,22083
47135,Perry,Tennessee,Tennessee-Perry,7915
47137,Pickett,Tennessee,Tennessee-Pickett,5077
47139,Polk,Tennessee,Tennessee-Polk,16825
47141,Putnam,Tennessee,Tennessee-Putnam,72321
47143,Rhea,Tennessee,Tennessee-Rhea,31809
47145,Roane,Tennessee,Tennessee-Roane,54181
47147,Robertson,Tennessee,Tennessee-Robertson,66283
47149,Rutherford,Tennessee,Tennessee-Rutherford,262604
47151,Scott,Tennessee,Tennessee-Scott,22228
47153,Sequatchie,Tennessee,Tennessee-Sequatchie,14112
47155,Sevier,Tennessee,Tennessee-Sevier,89889
47157,Shelby,Tennessee,Tennessee-Shelby,927644
47159,Smith,Tennessee,Tennessee-Smith,19166
47161,Stewart,Tennessee,Tennessee-Stewart,13324
47163,Sullivan,Tennessee,Tennessee-Sullivan,156823
47165,Sumner,Tennessee,Tennessee-Sumner,160645
47167,Tipton,Tennessee,Tennessee-Tipton,61081
47169,Trousdale,Tennessee,Tennessee-Trousdale,7870
47171,Unicoi,Tennessee,Tennessee-Unicoi,18313
47173,Union,Tennessee,Tennessee-Union,19109
47175,Van Buren,Tennessee,Tennessee-Van Buren,5548
47177,Warren,Tennessee,Tennessee-Warren,39839
47179,Washington,Tennessee,Tennessee-Washington,122979
47181,Wayne,Tennessee,Tennessee-Wayne,17021
47183,Weakley,Tennessee,Tennessee-Weakley,35021
47185,White,Tennessee,Tennessee-White,25841
47187,Williamson,Tennessee,Tennessee-Williamson,183182
47189,Wilson,Tennessee,Tennessee-Wilson,113993
48001,Anderson,Texas,Texas-Anderson,58458
48003,Andrews,Texas,Texas-Andrews,14786
48005,Angelina,Texas,Texas-Angelina,86771
48007,Aransas,Texas,Texas-Aransas,23158
48009,Archer,Texas,Texas-Archer,9054
48011,Armstrong,Texas,Texas-Armstrong,1901
48013,Atascosa,Texas,Texas-Atascosa,44911
48015,Austin,Texas,Texas-Austin,28417
48017,Bailey,Texas,Texas-Bailey,7165
48019,Bandera,Texas,Texas-Bandera,20485
48021,Bastrop,Texas,Texas-Bastrop,74171
48023,Baylor,Texas,Texas-Baylor,3726
48025,Bee,Texas,Texas-Bee,31861
48027,Bell,Texas,Texas-Bell,310235
48029,Bexar,Texas,Texas-Bexar,1714773
48031,Blanco,Texas,Texas-Blanco,10497
48033,Borden,Texas,Texas-Borden,641
48035,Bosque,Texas,Texas-Bosque,18212
48037,Bowie,Texas,Texas-Bowie,92565
48039,Brazoria,Texas,Texas-Brazoria,313166
48041,Brazos,Texas,Texas-Brazos,194851
48043,Brewster,Texas,Texas-Brewster,9232
48045,Briscoe,Texas,Texas-Briscoe,1637
48047,Brooks,Texas,Texas-Brooks,7223
48049,Brown,Texas,Texas-Brown,38106
48051,Burleson,Texas,Texas-Burleson,17187
48053,Burnet,Texas,Texas-Burnet,42750
48055,Caldwell,Texas,Texas-Caldwell,38066
48057,Calhoun,Texas,Texas-Calhoun,21381
48059,Callahan,Texas,Texas-Callahan,13544
48061,Cameron,Texas,Texas-Cameron,406220
48063,Camp,Texas,Texas-Camp,12401
48065,Carson,Texas,Texas-Carson,6182
48067,Cass,Texas,Texas-Cass,30464
48069,Castro,Texas,Texas-Castro,8062
48071,Chambers,Texas,Texas-Chambers,35096
48073,Cherokee,Texas,Texas-Cherokee,50845
48075,Childress,Texas,Texas-Childress,7041
48077,Clay,Texas,Texas-Clay,10752
48079,Cochran,Texas,Texas-Cochran,3127
48081,Coke,Texas,Texas-Coke,3320
48083,Coleman,Texas,Texas-Coleman,8895
48085,Collin,Texas,Texas-Collin,782341
48087,Collingsworth,Texas,Texas-Collingsworth,3057
48089,Colorado,Texas,Texas-Colorado,20874
48091,Comal,Texas,Texas-Comal,108472
48093,Comanche,Texas,Texas-Comanche,13974
48095,Concho,Texas,Texas-Concho,4087
48097,Cooke,Texas,Texas-Cooke,38437
48099,Coryell,Texas,Texas-Coryell,75388
48101,Cottle,Texas,Texas-Cottle,1505
48103,Crane,Texas,Texas-Crane,4375
48105,Crockett,Texas,Texas-Crockett,3719
48107,Crosby,Texas,Texas-Crosby,6059
48109,Culberson,Texas,Texas-Culberson,2398
48111,Dallam,Texas,Texas-Dallam,6703
48113,Dallas,Texas,Texas-Dallas,2368139
48115,Dawson,Texas,Texas-Dawson,13833
48117,Deaf Smith,Texas,Texas-Deaf Smith,19372
48119,Delta,Texas,Texas-Delta,5231
48121,Denton,Texas,Texas-Denton,662614
48123,DeWitt,Texas,Texas-DeWitt,20097
48125,Dickens,Texas,Texas-Dickens,2444
48127,Dimmit,Texas,Texas-Dimmit,9996
48129,Donley,Texas,Texas-Donley,3677
48131,Duval,Texas,Texas-Duval,11782
48133,Eastland,Texas,Texas-Eastland,18583
48135,Ector,Texas,Texas-Ector,137130
48137,Edwards,Texas,Texas-Edwards,2002
48139,Ellis,Texas,Texas-Ellis,149610
48141,El Paso,Texas,Texas-El Paso,800647
48143,Erath,Texas,Texas-Erath,37890
48145,Falls,Texas,Texas-Falls,17866
48147,Fannin,Texas,Texas-Fannin,33915
48149,Fayette,Texas,Texas-Fayette,24554
48151,Fisher,Texas,Texas-Fisher,3974
48153,Floyd,Texas,Texas-Floyd,6446
48155,Foard,Texas,Texas-Foard,1336
48157,Fort Bend,Texas,Texas-Fort Bend,585375
48159,Franklin,Texas,Texas-Franklin,10605
48161,Freestone,Texas,Texas-Freestone,19816
48163,Frio,Texas,Texas-Frio,17217
48165,Gaines,Texas,Texas-Gaines,17526
48167,Galveston,Texas,Texas-Galveston,291309
48169,Garza,Texas,Texas-Garza,6461
48171,Gillespie,Texas,Texas-Gillespie,24837
48173,Glasscock,Texas,Texas-Glasscock,1226
48175,Goliad,Texas,Texas-Goliad,7210
48177,Gonzales,Texas,Texas-Gonzales,19807
48179,Gray,Texas,Texas-Gray,22535
48181,Grayson,Texas,Texas-Grayson,120877
48183,Gregg,Texas,Texas-Gregg,121730
48185,Grimes,Texas,Texas-Grimes,26604
48187,Guadalupe,Texas,Texas-Guadalupe,131533
48189,Hale,Texas,Texas-Hale,36273
48191,Hall,Texas,Texas-Hall,3353
48193,Hamilton,Texas,Texas-Hamilton,8517
48195,Hansford,Texas,Texas-Hansford,5613
48197,Hardeman,Texas,Texas-Hardeman,4139
48199,Hardin,Texas,Texas-Hardin,54635
48201,Harris,Texas,Texas-Harris,4092459
48203,Harrison,Texas,Texas-Harrison,65631
48205,Hartley,Texas,Texas-Hartley,6062
48207,Haskell,Texas,Texas-Haskell,5899
48209,Hays,Texas,Texas-Hays,157107
48211,Hemphill,Texas,Texas-Hemphill,3807
48213,Henderson,Texas,Texas-Henderson,78532
48215,Hidalgo,Texas,Texas-Hidalgo,774769
48217,Hill,Texas,Texas-Hill,35089
48219,Hockley,Texas,Texas-Hockley,22935
48221,Hood,Texas,Texas-Hood,51182
48223,Hopkins,Texas,Texas-Hopkins,35161
48225,Houston,Texas,Texas-Houston,23732
48227,Howard,Texas,Texas-Howard,35012
48229,Hudspeth,Texas,Texas-Hudspeth,3476
48231,Hunt,Texas,Texas-Hunt,86129
48233,Hutchinson,Texas,Texas-Hutchinson,22150
48235,Irion,Texas,Texas-Irion,1599
48237,Jack,Texas,Texas-Jack,9044
48239,Jackson,Texas,Texas-Jackson,14075
48241,Jasper,Texas,Texas-Jasper,35710
48243,Jeff Davis,Texas,Texas-Jeff Davis,2342
48245,Jefferson,Texas,Texas-Jefferson,252273
48247,Jim Hogg,Texas,Texas-Jim Hogg,5300
48249,Jim Wells,Texas,Texas-Jim Wells,40838
48251,Johnson,Texas,Texas-Johnson,150934
48253,Jones,Texas,Texas-Jones,20202
48255,Karnes,Texas,Texas-Karnes,14824
48257,Kaufman,Texas,Texas-Kaufman,103350
48259,Kendall,Texas,Texas-Kendall,33410
48261,Kenedy,Texas,Texas-Kenedy,416
48263,Kent,Texas,Texas-Kent,808
48265,Kerr,Texas,Texas-Kerr,49625
48267,Kimble,Texas,Texas-Kimble,4607
48269,King,Texas,Texas-King,286
48271,Kinney,Texas,Texas-Kinney,3598
48273,Kleberg,Texas,Texas-Kleberg,32061
48275,Knox,Texas,Texas-Knox,3719
48277,Lamar,Texas,Texas-Lamar,49793
48279,Lamb,Texas,Texas-Lamb,13977
48281,Lampasas,Texas,Texas-Lampasas,19677
48283,La Salle,Texas,Texas-La Salle,6886
48285,Lavaca,Texas,Texas-Lavaca,19263
48287,Lee,Texas,Texas-Lee,16612
48289,Leon,Texas,Texas-Leon,16801
48291,Liberty,Texas,Texas-Liberty,75643
48293,Limestone,Texas,Texas-Limestone,23384
48295,Lipscomb,Texas,Texas-Lipscomb,3302
48297,Live Oak,Texas,Texas-Live Oak,11531
48299,Llano,Texas,Texas-Llano,19301
48301,Loving,Texas,Texas-Loving,82
48303,Lubbock,Texas,Texas-Lubbock,278831
48305,Lynn,Texas,Texas-Lynn,5915
48307,McCulloch,Texas,Texas-McCulloch,8283
48309,McLennan,Texas,Texas-McLennan,234906
48311,McMullen,Texas,Texas-McMullen,707
48313,Madison,Texas,Texas-Madison,13664
48315,Marion,Texas,Texas-Marion,10546
48317,Martin,Texas,Texas-Martin,4799
48319,Mason,Texas,Texas-Mason,4012
48321,Matagorda,Texas,Texas-Matagorda,36702
48323,Maverick,Texas,Texas-Maverick,54258
48325,Medina,Texas,Texas-Medina,46006
48327,Menard,Texas,Texas-Menard,2242
48329,Midland,Texas,Texas-Midland,136872
48331,Milam,Texas,Texas-Milam,24757
48333,Mills,Texas,Texas-Mills,4936
48335,Mitchell,Texas,Texas-Mitchell,9403
48337,Montague,Texas,Texas-Montague,19719
48339,Montgomery,Texas,Texas-Montgomery,455746
48341,Moore,Texas,Texas-Moore,21904
48343,Morris,Texas,Texas-Morris,12934
48345,Motley,Texas,Texas-Motley,1210
48347,Nacogdoches,Texas,Texas-Nacogdoches,64524
48349,Navarro,Texas,Texas-Navarro,47735
48351,Newton,Texas,Texas-Newton,14445
48353,Nolan,Texas,Texas-Nolan,15216
48355,Nueces,Texas,Texas-Nueces,340223
48357,Ochiltree,Texas,Texas-Ochiltree,10223
48359,Oldham,Texas,Texas-Oldham,2052
48361,Orange,Texas,Texas-Orange,81837
48363,Palo Pinto,Texas,Texas-Palo Pinto,28111
48365,Panola,Texas,Texas-Panola,23796
48367,Parker,Texas,Texas-Parker,116927
48369,Parmer,Texas,Texas-Parmer,10269
48371,Pecos,Texas,Texas-Pecos,15507
48373,Polk,Texas,Texas-Polk,45413
48375,Potter,Texas,Texas-Potter,121073
48377,Presidio,Texas,Texas-Presidio,7818
48379,Rains,Texas,Texas-Rains,10914
48381,Randall,Texas,Texas-Randall,120725
48383,Reagan,Texas,Texas-Reagan,3367
48385,Real,Texas,Texas-Real,3309
