fips,county,state,location,population
22111,Union,Louisiana,Louisiana-Union,22721
22113,Vermilion,Louisiana,Louisiana-Vermilion,57999
22115,Vernon,Louisiana,Louisiana-Vernon,52334
22117,Washington,Louisiana,Louisiana-Washington,47168
22119,Webster,Louisiana,Louisiana-Webster,41207
22121,West Baton Rouge,Louisiana,Louisiana-West Baton Rouge,23788
22123,West Carroll,Louisiana,Louisiana-West Carroll,11604
22125,West Feliciana,Louisiana,Louisiana-West Feliciana,15625
22127,Winn,Louisiana,Louisiana-Winn,15313
23001,Androscoggin,Maine,Maine-Androscoggin,107702
23003,Aroostook,Maine,Maine-Aroostook,71870
23005,Cumberland,Maine,Maine-Cumberland,281674
23007,Franklin,Maine,Maine-Franklin,30768
23009,Hancock,Maine,Maine-Hancock,54418
23011,Kennebec,Maine,Maine-Kennebec,122151
23013,Knox,Maine,Maine-Knox,39736
23015,Lincoln,Maine,Maine-Lincoln,34457
23017,Oxford,Maine,Maine-Oxford,57833
23019,Penobscot,Maine,Maine-Penobscot,153923
23021,Piscataquis,Maine,Maine-Piscataquis,17535
23023,Sagadahoc,Maine,Maine-Sagadahoc,35293
23025,Somerset,Maine,Maine-Somerset,52228
23027,Waldo,Maine,Maine-Waldo,38786
23029,Washington,Maine,Maine-Washington,32856
23031,York,Maine,Maine-York,197131
24001,Allegany,Maryland,Maryland-Allegany,75087
24003,Anne Arundel,Maryland,Maryland-Anne Arundel,537656
24005,Baltimore,Maryland,Maryland-Baltimore,805029
24009,Calvert,Maryland,Maryland-Calvert,88737
24011,Caroline,Maryland,Maryland-Caroline,33066
24013,Carroll,Maryland,Maryland-Carroll,167134
24015,Cecil,Maryland,Maryland-Cecil,101108
24017,Charles,Maryland,Maryland-Charles,146551
24019,Dorchester,Maryland,Maryland-Dorchester,32618
24021,Frederick,Maryland,Maryland-Frederick,233385
24023,Garrett,Maryland,Maryland-Garrett,30097
24025,Harford,Maryland,Maryland-Harford,244826
24027,Howard,Maryland,Maryland-Howard,287085
24029,Kent,Maryland,Maryland-Kent,20197
24031,Montgomery,Maryland,Maryland-Montgomery,971777
24033,Prince George's,Maryland,Maryland-Prince Georges,863420
24035,Queen Anne's,Maryland,Maryland-Queen Annes,47798
24037,St. Mary's,Maryland,Maryland-St. Marys,105151
24039,Somerset,Maryland,Maryland-Somerset,26470
24041,Talbot,Maryland,Maryland-Talbot,37782
24043,Washington,Maryland,Maryland-Washington,147430
24045,Wicomico,Maryland,Maryland-Wicomico,98733
24047,Worcester,Maryland,Maryland-Worcester,51454
24510,Baltimore City,Maryland,Maryland-Baltimore City,620961
25001,Barnstable,Massachusetts,Massachusetts-Barnstable,215888
25003,Berkshire,Massachusetts,Massachusetts-Berkshire,131219
25005,Bristol,Massachusetts,Massachusetts-Bristol,548285
25007,Dukes,Massachusetts,Massachusetts-Dukes,16535
25009,Essex,Massachusetts,Massachusetts-Essex,743159
25011,Franklin,Massachusetts,Massachusetts-Franklin,71372
25013,Hampden,Massachusetts,Massachusetts-Hampden,463490
25015,Hampshire,Massachusetts,Massachusetts-Hampshire,158080
25017,Middlesex,Massachusetts,Massachusetts-Middlesex,1503085
25019,Nantucket,Massachusetts,Massachusetts-Nantucket,10172
25021,Norfolk,Massachusetts,Massachusetts-Norfolk,670850
25023,Plymouth,Massachusetts,Massachusetts-Plymouth,494919
25025,Suffolk,Massachusetts,Massachusetts-Suffolk,722023
25027,Worcester,Massachusetts,Massachusetts-Worcester,798552
26001,Alcona,Michigan,Michigan-Alcona,10942
26003,Alger,Michigan,Michigan-Alger,9601
26005,Allegan,Michigan,Michigan-Allegan,111408
26007,Alpena,Michigan,Michigan-Alpena,29598
26009,Antrim,Michigan,Michigan-Antrim,23580
26011,Arenac,Michigan,Michigan-Arenac,15899
26013,Baraga,Michigan,Michigan-Baraga,8860
26015,Barry,Michigan,Michigan-Barry,59173
26017,Bay,Michigan,Michigan-Bay,107771
26019,Benzie,Michigan,Michigan-Benzie,17525
26021,Berrien,Michigan,Michigan-Berrien,156813
26023,Branch,Michigan,Michigan-Branch,45248
26025,Calhoun,Michigan,Michigan-Calhoun,136146
26027,Cass,Michigan,Michigan-Cass,52293
26029,Charlevoix,Michigan,Michigan-Charlevoix,25949
26031,Cheboygan,Michigan,Michigan-Cheboygan,26152
26033,Chippewa,Michigan,Michigan-Chippewa,38520
26035,Clare,Michigan,Michigan-Clare,30926
26037,Clinton,Michigan,Michigan-Clinton,75382
26039,Crawford,Michigan,Michigan-Crawford,14074
26041,Delta,Michigan,Michigan-Delta,37069
26043,Dickinson,Michigan,Michigan-Dickinson,26168
26045,Eaton,Michigan,Michigan-Eaton,107759
26047,Emmet,Michigan,Michigan-Emmet,32694
26049,Genesee,Michigan,Michigan-Genesee,425790
26051,Gladwin,Michigan,Michigan-Gladwin,25692
26053,Gogebic,Michigan,Michigan-Gogebic,16427
26055,Grand Traverse,Michigan,Michigan-Grand Traverse,86986
26057,Gratiot,Michigan,Michigan-Gratiot,42476
26059,Hillsdale,Michigan,Michigan-Hillsdale,46688
26061,Houghton,Michigan,Michigan-Houghton,36628
26063,Huron,Michigan,Michigan-Huron,33118
26065,Ingham,Michigan,Michigan-Ingham,280895
26067,Ionia,Michigan,Michigan-Ionia,63905
26069,Iosco,Michigan,Michigan-Iosco,25887
26071,Iron,Michigan,Michigan-Iron,11817
26073,Isabella,Michigan,Michigan-Isabella,70311
26075,Jackson,Michigan,Michigan-Jackson,160248
26077,Kalamazoo,Michigan,Michigan-Kalamazoo,250331
26079,Kalkaska,Michigan,Michigan-Kalkaska,17153
26081,Kent,Michigan,Michigan-Kent,602622
26083,Keweenaw,Michigan,Michigan-Keweenaw,2156
26085,Lake,Michigan,Michigan-Lake,11539
26087,Lapeer,Michigan,Michigan-Lapeer,88319
26089,Leelanau,Michigan,Michigan-Leelanau,21708
26091,Lenawee,Michigan,Michigan-Lenawee,99892
26093,Livingston,Michigan,Michigan-Livingston,180967
26095,Luce,Michigan,Michigan-Luce,6631
26097,Mackinac,Michigan,Michigan-Mackinac,11113
26099,Macomb,Michigan,Michigan-Macomb,840978
26101,Manistee,Michigan,Michigan-Manistee,24733
26103,Marquette,Michigan,Michigan-Marquette,67077
26105,Mason,Michigan,Michigan-Mason,28705
26107,Mecosta,Michigan,Michigan-Mecosta,42798
26109,Menominee,Michigan,Michigan-Menominee,24029
26111,Midland,Michigan,Michigan-Midland,83629
26113,Missaukee,Michigan,Michigan-Missaukee,14849
26115,Monroe,Michigan,Michigan-Monroe,152021
26117,Montcalm,Michigan,Michigan-Montcalm,63342
26119,Montmorency,Michigan,Michigan-Montmorency,9765
26121,Muskegon,Michigan,Michigan-Muskegon,172188
26123,Newaygo,Michigan,Michigan-Newaygo,48460
26125,Oakland,Michigan,Michigan-Oakland,1202362
26127,Oceana,Michigan,Michigan-Oceana,26570
26129,Ogemaw,Michigan,Michigan-Ogemaw,21699
26131,Ontonagon,Michigan,Michigan-Ontonagon,6780
26133,Osceola,Michigan,Michigan-Osceola,23528
26135,Oscoda,Michigan,Michigan-Oscoda,8640
26137,Otsego,Michigan,Michigan-Otsego,24164
26139,Ottawa,Michigan,Michigan-Ottawa,263801
26141,Presque Isle,Michigan,Michigan-Presque Isle,13376
26143,Roscommon,Michigan,Michigan-Roscommon,24449
26145,Saginaw,Michigan,Michigan-Saginaw,200169
26147,St. Clair,Michigan,Michigan-St. Clair,163040
26149,St. Joseph,Michigan,Michigan-St. Joseph,61295
26151,Sanilac,Michigan,Michigan-Sanilac,43114
26153,Schoolcraft,Michigan,Michigan-Schoolcraft,8485
26155,Shiawassee,Michigan,Michigan-Shiawassee,70648
26157,Tuscola,Michigan,Michigan-Tuscola,55729
26159,Van Buren,Michigan,Michigan-Van Buren,76258
26161,Washtenaw,Michigan,Michigan-Washtenaw,344791
26163,Wayne,Michigan,Michigan-Wayne,1820584
26165,Wexford,Michigan,Michigan-Wexford,32735
27001,Aitkin,Minnesota,Minnesota-Aitkin,16202
27003,Anoka,Minnesota,Minnesota-Anoka,330844
27005,Becker,Minnesota,Minnesota-Becker,32504
27007,Beltrami,Minnesota,Minnesota-Beltrami,44442
27009,Benton,Minnesota,Minnesota-Benton,38451
27011,Big Stone,Minnesota,Minnesota-Big Stone,5269
27013,Blue Earth,Minnesota,Minnesota-Blue Earth,64013
27015,Brown,Minnesota,Minnesota-Brown,25893
27017,Carlton,Minnesota,Minnesota-Carlton,35386
27019,Carver,Minnesota,Minnesota-Carver,91042
27021,Cass,Minnesota,Minnesota-Cass,28567
27023,Chippewa,Minnesota,Minnesota-Chippewa,12441
27025,Chisago,Minnesota,Minnesota-Chisago,53887
27027,Clay,Minnesota,Minnesota-Clay,58999
27029,Clearwater,Minnesota,Minnesota-Clearwater,8695
27031,Cook,Minnesota,Minnesota-Cook,5176
27033,Cottonwood,Minnesota,Minnesota-Cottonwood,11687
27035,Crow Wing,Minnesota,Minnesota-Crow Wing,62500
27037,Dakota,Minnesota,Minnesota-Dakota,398552
27039,Dodge,Minnesota,Minnesota-Dodge,20087
27041,Douglas,Minnesota,Minnesota-Douglas,36009
27043,Faribault,Minnesota,Minnesota-Faribault,14553
27045,Fillmore,Minnesota,Minnesota-Fillmore,20866
27047,Freeborn,Minnesota,Minnesota-Freeborn,31255
27049,Goodhue,Minnesota,Minnesota-Goodhue,46183
27051,Grant,Minnesota,Minnesota-Grant,6018
27053,Hennepin,Minnesota,Minnesota-Hennepin,1152425
27055,Houston,Minnesota,Minnesota-Houston,19027
27057,Hubbard,Minnesota,Minnesota-Hubbard,20428
27059,Isanti,Minnesota,Minnesota-Isanti,37816
27061,Itasca,Minnesota,Minnesota-Itasca,45058
27063,Jackson,Minnesota,Minnesota-Jackson,10266
27065,Kanabec,Minnesota,Minnesota-Kanabec,16239
27067,Kandiyohi,Minnesota,Minnesota-Kandiyohi,42239
27069,Kittson,Minnesota,Minnesota-Kittson,4552
27071,Koochiching,Minnesota,Minnesota-Koochiching,13311
27073,Lac qui Parle,Minnesota,Minnesota-Lac qui Parle,7259
27075,Lake,Minnesota,Minnesota-Lake,10866
27077,Lake of the Woods,Minnesota,Minnesota-Lake of the Woods,4045
27079,Le Sueur,Minnesota,Minnesota-Le Sueur,27703
27081,Lincoln,Minnesota,Minnesota-Lincoln,5896
27083,Lyon,Minnesota,Minnesota-Lyon,25857
27085,McLeod,Minnesota,Minnesota-McLeod,36651
27087,Mahnomen,Minnesota,Minnesota-Mahnomen,5413
27089,Marshall,Minnesota,Minnesota-Marshall,9439
27091,Martin,Minnesota,Minnesota-Martin,20840
27093,Meeker,Minnesota,Minnesota-Meeker,23300
27095,Mille Lacs,Minnesota,Minnesota-Mille Lacs,26097
27097,Morrison,Minnesota,Minnesota-Morrison,33198
27099,Mower,Minnesota,Minnesota-Mower,39163
27101,Murray,Minnesota,Minnesota-Murray,8725
27103,Nicollet,Minnesota,Minnesota-Nicollet,32727
27105,Nobles,Minnesota,Minnesota-Nobles,21378
27107,Norman,Minnesota,Minnesota-Norman,6852
27109,Olmsted,Minnesota,Minnesota-Olmsted,144248
27111,Otter Tail,Minnesota,Minnesota-Otter Tail,57303
27113,Pennington,Minnesota,Minnesota-Pennington,13930
27115,Pine,Minnesota,Minnesota-Pine,29750
27117,Pipestone,Minnesota,Minnesota-Pipestone,9596
27119,Polk,Minnesota,Minnesota-Polk,31600
27121,Pope,Minnesota,Minnesota-Pope,10995
27123,Ramsey,Minnesota,Minnesota-Ramsey,508640
27125,Red Lake,Minnesota,Minnesota-Red Lake,4089
27127,Redwood,Minnesota,Minnesota-Redwood,16059
27129,Renville,Minnesota,Minnesota-Renville,15730
27131,Rice,Minnesota,Minnesota-Rice,64142
27133,Rock,Minnesota,Minnesota-Rock,9687
27135,Roseau,Minnesota,Minnesota-Roseau,15629
27137,St. Louis,Minnesota,Minnesota-St. Louis,200226
27139,Scott,Minnesota,Minnesota-Scott,129928
27141,Sherburne,Minnesota,Minnesota-Sherburne,88499
27143,Sibley,Minnesota,Minnesota-Sibley,15226
27145,Stearns,Minnesota,Minnesota-Stearns,150642
27147,Steele,Minnesota,Minnesota-Steele,36576
27149,Stevens,Minnesota,Minnesota-Stevens,9726
27151,Swift,Minnesota,Minnesota-Swift,9783
27153,Todd,Minnesota,Minnesota-Todd,24895
27155,Traverse,Minnesota,Minnesota-Traverse,3558
27157,Wabasha,Minnesota,Minnesota-Wabasha,21676
27159,Wadena,Minnesota,Minnesota-Wadena,13843
27161,Waseca,Minnesota,Minnesota-Waseca,19136
27163,Washington,Minnesota,Minnesota-Washington,238136
27165,Watonwan,Minnesota,Minnesota-Watonwan,11211
27167,Wilkin,Minnesota,Minnesota-Wilkin,6576
27169,Winona,Minnesota,Minnesota-Winona,51461
27171,Wright,Minnesota,Minnesota-Wright,124700
27173,Yellow Medicine,Minnesota,Minnesota-Yellow Medicine,10438
28001,Adams,Mississippi,Mississippi-Adams,32297
28003,Alcorn,Mississippi,Mississippi-Alcorn,37057
28005,Amite,Mississippi,Mississippi-Amite,13131
28007,Attala,Mississippi,Mississippi-Attala,19564
28009,Benton,Mississippi,Mississippi-Benton,8729
28011,Bolivar,Mississippi,Mississippi-Bolivar,34145
28013,Calhoun,Mississippi,Mississippi-Calhoun,14962
28015,Carroll,Mississippi,Mississippi-Carroll,10597
28017,Chickasaw,Mississippi,Mississippi-Chickasaw,17392
28019,Choctaw,Mississippi,Mississippi-Choctaw,8547
28021,Claiborne,Mississippi,Mississippi-Claiborne,9604
28023,Clarke,Mississippi,Mississippi-Clarke,16732
28025,Clay,Mississippi,Mississippi-Clay,20634
28027,Coahoma,Mississippi,Mississippi-Coahoma,26151
28029,Copiah,Mississippi,Mississippi-Copiah,29449
28031,Covington,Mississippi,Mississippi-Covington,19568
28033,DeSoto,Mississippi,Mississippi-DeSoto,161252
28035,Forrest,Mississippi,Mississippi-Forrest,74934
28037,Franklin,Mississippi,Mississippi-Franklin,8118
28039,George,Mississippi,Mississippi-George,22578
28041,Greene,Mississippi,Mississippi-Greene,14400
28043,Grenada,Mississippi,Mississippi-Grenada,21906
28045,Hancock,Mississippi,Mississippi-Hancock,43929
28047,Harrison,Mississippi,Mississippi-Harrison,187105
28049,Hinds,Mississippi,Mississippi-Hinds,245285
28051,Holmes,Mississippi,Mississippi-Holmes,19198
28053,Humphreys,Mississippi,Mississippi-Humphreys,9375
28055,Issaquena,Mississippi,Mississippi-Issaquena,1406
28057,Itawamba,Mississippi,Mississippi-Itawamba,23401
28059,Jackson,Mississippi,Mississippi-Jackson,139668
28061,Jasper,Mississippi,Mississippi-Jasper,17062
28063,Jefferson,Mississippi,Mississippi-Jefferson,7726
28065,Jefferson Davis,Mississippi,Mississippi-Jefferson Davis,12487
28067,Jones,Mississippi,Mississippi-Jones,67761
28069,Kemper,Mississippi,Mississippi-Kemper,10456
28071,Lafayette,Mississippi,Mississippi-Lafayette,47351
28073,Lamar,Mississippi,Mississippi-Lamar,55658
28075,Lauderdale,Mississippi,Mississippi-Lauderdale,80261
28077,Lawrence,Mississippi,Mississippi-Lawrence,12929
28079,Leake,Mississippi,Mississippi-Leake,23805
28081,Lee,Mississippi,Mississippi-Lee,82910
28083,Leflore,Mississippi,Mississippi-Leflore,32317
28085,Lincoln,Mississippi,Mississippi-Lincoln,34869
28087,Lowndes,Mississippi,Mississippi-Lowndes,59779
28089,Madison,Mississippi,Mississippi-Madison,95203
28091,Marion,Mississippi,Mississippi-Marion,27088
28093,Marshall,Mississippi,Mississippi-Marshall,37144
28095,Monroe,Mississippi,Mississippi-Monroe,36989
28097,Montgomery,Mississippi,Mississippi-Montgomery,10925
28099,Neshoba,Mississippi,Mississippi-Neshoba,29676
28101,Newton,Mississippi,Mississippi-Newton,21720
28103,Noxubee,Mississippi,Mississippi-Noxubee,11545
28105,Oktibbeha,Mississippi,Mississippi-Oktibbeha,47671
28107,Panola,Mississippi,Mississippi-Panola,34707
28109,Pearl River,Mississippi,Mississippi-Pearl River,55834
28111,Perry,Mississippi,Mississippi-Perry,12250
28113,Pike,Mississippi,Mississippi-Pike,40404
28115,Pontotoc,Mississippi,Mississippi-Pontotoc,29957
28117,Prentiss,Mississippi,Mississippi-Prentiss,25276
28119,Quitman,Mississippi,Mississippi-Quitman,8223
28121,Rankin,Mississippi,Mississippi-Rankin,141617
28123,Scott,Mississippi,Mississippi-Scott,28264
28125,Sharkey,Mississippi,Mississippi-Sharkey,4916
28127,Simpson,Mississippi,Mississippi-Simpson,27503
28129,Smith,Mississippi,Mississippi-Smith,16491
28131,Stone,Mississippi,Mississippi-Stone,17786
28133,Sunflower,Mississippi,Mississippi-Sunflower,29450
28135,Tallahatchie,Mississippi,Mississippi-Tallahatchie,15378
28137,Tate,Mississippi,Mississippi-Tate,28886
28139,Tippah,Mississippi,Mississippi-Tippah,22232
28141,Tishomingo,Mississippi,Mississippi-Tishomingo,19593
28143,Tunica,Mississippi,Mississippi-Tunica,10778
28145,Union,Mississippi,Mississippi-Union,27134
28147,Walthall,Mississippi,Mississippi-Walthall,15443
28149,Warren,Mississippi,Mississippi-Warren,48773
28151,Washington,Mississippi,Mississippi-Washington,51137
28153,Wayne,Mississippi,Mississippi-Wayne,20747
28155,Webster,Mississippi,Mississippi-Webster,10253
28157,Wilkinson,Mississippi,Mississippi-Wilkinson,9878
28159,Winston,Mississippi,Mississippi-Winston,19198
28161,Yalobusha,Mississippi,Mississippi-Yalobusha,12678
28163,Yazoo,Mississippi,Mississippi-Yazoo,28065
29001,Adair,Missouri,Missouri-Adair,25607
29003,Andrew,Missouri,Missouri-Andrew,17291
29005,Atchison,Missouri,Missouri-Atchison,5685
29007,Audrain,Missouri,Missouri-Audrain,25529
29009,Barry,Missouri,Missouri-Barry,35597
29011,Barton,Missouri,Missouri-Barton,12402
29013,Bates,Missouri,Missouri-Bates,17049
29015,Benton,Missouri,Missouri-Benton,19056
29017,Bollinger,Missouri,Missouri-Bollinger,12363
29019,Boone,Missouri,Missouri-Boone,162642
29021,Buchanan,Missouri,Missouri-Buchanan,89201
29023,Butler,Missouri,Missouri-Butler,42794
29025,Caldwell,Missouri,Missouri-Caldwell,9424
29027,Callaway,Missouri,Missouri-Callaway,44332
29029,Camden,Missouri,Missouri-Camden,44002
29031,Cape Girardeau,Missouri,Missouri-Cape Girardeau,75674
29033,Carroll,Missouri,Missouri-Carroll,9295
29035,Carter,Missouri,Missouri-Carter,6265
29037,Cass,Missouri,Missouri-Cass,99478
29039,Cedar,Missouri,Missouri-Cedar,13982
29041,Chariton,Missouri,Missouri-Chariton,7831
29043,Christian,Missouri,Missouri-Christian,77422
29045,Clark,Missouri,Missouri-Clark,7139
29047,Clay,Missouri,Missouri-Clay,221939
29049,Clinton,Missouri,Missouri-Clinton,20743
29051,Cole,Missouri,Missouri-Cole,75990
29053,Cooper,Missouri,Missouri-Cooper,17601
29055,Crawford,Missouri,Missouri-Crawford,24696
29057,Dade,Missouri,Missouri-Dade,7883
29059,Dallas,Missouri,Missouri-Dallas,16777
29061,Daviess,Missouri,Missouri-Daviess,8433
29063,DeKalb,Missouri,Missouri-DeKalb,12892
29065,Dent,Missouri,Missouri-Dent,15657
29067,Douglas,Missouri,Missouri-Douglas,13684
29069,Dunklin,Missouri,Missouri-Dunklin,31953
29071,Franklin,Missouri,Missouri-Franklin,101492
29073,Gasconade,Missouri,Missouri-Gasconade,15222
29075,Gentry,Missouri,Missouri-Gentry,6738
29077,Greene,Missouri,Missouri-Greene,275174
29079,Grundy,Missouri,Missouri-Grundy,10261
29081,Harrison,Missouri,Missouri-Harrison,8957
29083,Henry,Missouri,Missouri-Henry,22272
29085,Hickory,Missouri,Missouri-Hickory,9627
29087,Holt,Missouri,Missouri-Holt,4912
29089,Howard,Missouri,Missouri-Howard,10144
29091,Howell,Missouri,Missouri-Howell,40400
29093,Iron,Missouri,Missouri-Iron,10630
29095,Jackson,Missouri,Missouri-Jackson,674158
29097,Jasper,Missouri,Missouri-Jasper,117404
29099,Jefferson,Missouri,Missouri-Jefferson,218733
29101,Johnson,Missouri,Missouri-Johnson,52595
29103,Knox,Missouri,Missouri-Knox,4131
29105,Laclede,Missouri,Missouri-Laclede,35571
29107,Lafayette,Missouri,Missouri-Lafayette,33381
29109,Lawrence,Missouri,Missouri-Lawrence,38634
29111,Lewis,Missouri,Missouri-Lewis,10211
29113,Lincoln,Missouri,Missouri-Lincoln,52566
29115,Linn,Missouri,Missouri-Linn,12761
29117,Livingston,Missouri,Missouri-Livingston,15195
29119,McDonald,Missouri,Missouri-McDonald,23083
29121,Macon,Missouri,Missouri-Macon,15566
29123,Madison,Missouri,Missouri-Madison,12226
29125,Maries,Missouri,Missouri-Maries,9176
29127,Marion,Missouri,Missouri-Marion,28781
29129,Mercer,Missouri,Missouri-Mercer,3785
29131,Miller,Missouri,Missouri-Miller,24748
29133,Mississippi,Missouri,Missouri-Mississippi,14358
29135,Moniteau,Missouri,Missouri-Moniteau,15607
29137,Monroe,Missouri,Missouri-Monroe,8840
29139,Montgomery,Missouri,Missouri-Montgomery,12236
29141,Morgan,Missouri,Missouri-Morgan,20565
29143,New Madrid,Missouri,Missouri-New Madrid,18956
29145,Newton,Missouri,Missouri-Newton,58114
29147,Nodaway,Missouri,Missouri-Nodaway,23370
29149,Oregon,Missouri,Missouri-Oregon,10881
29151,Osage,Missouri,Missouri-Osage,13878
29153,Ozark,Missouri,Missouri-Ozark,9723
29155,Pemiscot,Missouri,Missouri-Pemiscot,18296
29157,Perry,Missouri,Missouri-Perry,18971
29159,Pettis,Missouri,Missouri-Pettis,42201
29161,Phelps,Missouri,Missouri-Phelps,45156
29163,Pike,Missouri,Missouri-Pike,18516
29165,Platte,Missouri,Missouri-Platte,89322
29167,Polk,Missouri,Missouri-Polk,31137
29169,Pulaski,Missouri,Missouri-Pulaski,52274
29171,Putnam,Missouri,Missouri-Putnam,4979
29173,Ralls,Missouri,Missouri-Ralls,10167
29175,Randolph,Missouri,Missouri-Randolph,25414
29177,Ray,Missouri,Missouri-Ray,23494
29179,Reynolds,Missouri,Missouri-Reynolds,6696
29181,Ripley,Missouri,Missouri-Ripley,14100
29183,St. Charles,Missouri,Missouri-St. Charles,360485
29185,St. Clair,Missouri,Missouri-St. Clair,9805
29186,Ste. Genevieve,Missouri,Missouri-Ste. Genevieve,18145
29187,St. Francois,Missouri,Missouri-St. Francois,65359
29189,St. Louis,Missouri,Missouri-St. Louis,998954
29195,Saline,Missouri,Missouri-Saline,23370
29197,Schuyler,Missouri,Missouri-Schuyler,4431
29199,Scotland,Missouri,Missouri-Scotland,4843
29201,Scott,Missouri,Missouri-Scott,39191
29203,Shannon,Missouri,Missouri-Shannon,8441
29205,Shelby,Missouri,Missouri-Shelby,6373
29207,Stoddard,Missouri,Missouri-Stoddard,29968
29209,Stone,Missouri,Missouri-Stone,32202
29211,Sullivan,Missouri,Missouri-Sullivan,6714
29213,Taney,Missouri,Missouri-Taney,51675
29215,Texas,Missouri,Missouri-Texas,26008
29217,Vernon,Missouri,Missouri-Vernon,21159
29219,Warren,Missouri,Missouri-Warren,32513
29221,Washington,Missouri,Missouri-Washington,25195
29223,Wayne,Missouri,Missouri-Wayne,13521
29225,Webster,Missouri,Missouri-Webster,36202
29227,Worth,Missouri,Missouri-Worth,2171
29229,Wright,Missouri,Missouri-Wright,18815
29510,St. Louis City,Missouri,Missouri-St. Louis City,319294
30001,Beaverhead,Montana,Montana-Beaverhead,9246
30003,Big Horn,Montana,Montana-Big Horn,12865
30005,Blaine,Montana,Montana-Blaine,6491
30007,Broadwater,Montana,Montana-Broadwater,5612
30009,Carbon,Montana,Montana-Carbon,10078
30011,Carter,Montana,Montana-Carter,1160
30013,Cascade,Montana,Montana-Cascade,81327
30015,Chouteau,Montana,Montana-Chouteau,5813
30017,Custer,Montana,Montana-Custer,11699
30019,Daniels,Montana,Montana-Daniels,1751
30021,Dawson,Montana,Montana-Dawson,8966
30023,Deer Lodge,Montana,Montana-Deer Lodge,9298
30025,Fallon,Montana,Montana-Fallon,2890
30027,Fergus,Montana,Montana-Fergus,11586
30029,Flathead,Montana,Montana-Flathead,90928
30031,Gallatin,Montana,Montana-Gallatin,89513
30033,Garfield,Montana,Montana-Garfield,1206
30035,Glacier,Montana,Montana-Glacier,13399
30037,Golden Valley,Montana,Montana-Golden Valley,884
30039,Granite,Montana,Montana-Granite,3079
30041,Hill,Montana,Montana-Hill,16096
30043,Jefferson,Montana,Montana-Jefferson,11406
30045,Judith Basin,Montana,Montana-Judith Basin,2072
30047,Lake,Montana,Montana-Lake,28746
30049,Lewis and Clark,Montana,Montana-Lewis and Clark,63395
30051,Liberty,Montana,Montana-Liberty,2339
30053,Lincoln,Montana,Montana-Lincoln,19687
30055,McCone,Montana,Montana-McCone,1734
30057,Madison,Montana,Montana-Madison,7691
30059,Meagher,Montana,Montana-Meagher,1891
30061,Mineral,Montana,Montana-Mineral,4223
30063,Missoula,Montana,Montana-Missoula,109299
30065,Musselshell,Montana,Montana-Musselshell,4538
30067,Park,Montana,Montana-Park,15636
30069,Petroleum,Montana,Montana-Petroleum,494
30071,Phillips,Montana,Montana-Phillips,4253
30073,Pondera,Montana,Montana-Pondera,6153
30075,Powder River,Montana,Montana-Powder River,1743
30077,Powell,Montana,Montana-Powell,7027
30079,Prairie,Montana,Montana-Prairie,1179
30081,Ravalli,Montana,Montana-Ravalli,40212
30083,Richland,Montana,Montana-Richland,9746
30085,Roosevelt,Montana,Montana-Roosevelt,10425
30087,Rosebud,Montana,Montana-Rosebud,9233
30089,Sanders,Montana,Montana-Sanders,11413
30091,Sheridan,Montana,Montana-Sheridan,3384
30093,Silver Bow,Montana,Montana-Silver Bow,34200
30095,Stillwater,Montana,Montana-Stillwater,9117
30097,Sweet Grass,Montana,Montana-Sweet Grass,3651
30099,Teton,Montana,Montana-Teton,6073
30101,Toole,Montana,Montana-Toole,5324
30103,Treasure,Montana,Montana-Treasure,718
30105,Valley,Montana,Montana-Valley,7369
30107,Wheatland,Montana,Montana-Wheatland,2168
30109,Wibaux,Montana,Montana-Wibaux,1017
30111,Yellowstone,Montana,Montana-Yellowstone,147972
31001,Adams,Nebraska,Nebraska-Adams,31364
31003,Antelope,Nebraska,Nebraska-Antelope,6685
31005,Arthur,Nebraska,Nebraska-Arthur,460
31007,Banner,Nebraska,Nebraska-Banner,690
31009,Blaine,Nebraska,Nebraska-Blaine,478
31011,Boone,Nebraska,Nebraska-Boone,5505
31013,Box Butte,Nebraska,Nebraska-Box Butte,11308
31015,Boyd,Nebraska,Nebraska-Boyd,2099
31017,Brown,Nebraska,Nebraska-Brown,3145
31019,Buffalo,Nebraska,Nebraska-Buffalo,46102
31021,Burt,Nebraska,Nebraska-Burt,6858
31023,Butler,Nebraska,Nebraska-Butler,8395
31025,Cass,Nebraska,Nebraska-Cass,25241
31027,Cedar,Nebraska,Nebraska-Cedar,8852
31029,Chase,Nebraska,Nebraska-Chase,3966
31031,Cherry,Nebraska,Nebraska-Cherry,5713
31033,Cheyenne,Nebraska,Nebraska-Cheyenne,9998
31035,Clay,Nebraska,Nebraska-Clay,6542
31037,Colfax,Nebraska,Nebraska-Colfax,10515
31039,Cuming,Nebraska,Nebraska-Cuming,9139
31041,Custer,Nebraska,Nebraska-Custer,10939
31043,Dakota,Nebraska,Nebraska-Dakota,21006
31045,Dawes,Nebraska,Nebraska-Dawes,9182
31047,Dawson,Nebraska,Nebraska-Dawson,24326
31049,Deuel,Nebraska,Nebraska-Deuel,1941
31051,Dixon,Nebraska,Nebraska-Dixon,6000
31053,Dodge,Nebraska,Nebraska-Dodge,36691
31055,Douglas,Nebraska,Nebraska-Douglas,517110
31057,Dundy,Nebraska,Nebraska-Dundy,2008
31059,Fillmore,Nebraska,Nebraska-Fillmore,5890
